operacao,dado,tempo_ns,colisoes
INSERCAO,638586598,278,0
INSERCAO,692941934,111,0
INSERCAO,390783470,316,0
INSERCAO,662901082,47,0
INSERCAO,271213166,112,0
INSERCAO,123217259,38,0
INSERCAO,141171519,88,0
INSERCAO,855397305,46,0
INSERCAO,680072668,90,0
INSERCAO,742958652,56,0
INSERCAO,625281557,322,0
INSERCAO,853916974,99,0
INSERCAO,572392962,115,0
INSERCAO,344280498,90,0
INSERCAO,031012867,98,0
INSERCAO,946217327,106,0
INSERCAO,632838046,106,0
INSERCAO,345780562,46,0
INSERCAO,234716186,92,0
INSERCAO,267017055,93,0
INSERCAO,105153294,52,0
INSERCAO,845081124,98,0
INSERCAO,474818289,99,0
INSERCAO,098930652,75,1
INSERCAO,196599587,112,0
INSERCAO,299977753,48,0
INSERCAO,690577093,98,0
INSERCAO,000057414,92,0
INSERCAO,784807181,48,0
INSERCAO,447413273,45,0
INSERCAO,666241977,46,0
INSERCAO,946811534,48,0
INSERCAO,983536809,100,0
INSERCAO,212307006,47,0
INSERCAO,782387446,107,0
INSERCAO,117417132,99,0
INSERCAO,292892470,95,1
INSERCAO,486037389,110,0
INSERCAO,042006378,90,0
INSERCAO,148327926,99,0
INSERCAO,235205632,98,0
INSERCAO,203987025,47,0
INSERCAO,029065851,104,0
INSERCAO,391481863,45,0
INSERCAO,159220390,48,0
INSERCAO,560181236,45,0
INSERCAO,254399120,48,0
INSERCAO,212259146,46,0
INSERCAO,819750573,95,0
INSERCAO,819989275,45,0
INSERCAO,831850736,47,0
INSERCAO,136529504,58,0
INSERCAO,790654000,40,0
INSERCAO,455729286,100,0
INSERCAO,016755207,39,0
INSERCAO,981753624,93,0
INSERCAO,411513632,68,1
INSERCAO,835906454,261,0
INSERCAO,455302440,39,0
INSERCAO,039664742,48,0
INSERCAO,178953004,41,0
INSERCAO,200746389,48,1
INSERCAO,906596397,44,0
INSERCAO,890238634,40,0
INSERCAO,167189980,94,0
INSERCAO,066547876,51,0
INSERCAO,432786433,96,0
INSERCAO,999690260,52,0
INSERCAO,740345585,44,0
INSERCAO,099847718,311,0
INSERCAO,395545896,98,0
INSERCAO,459945397,56,1
INSERCAO,511199491,47,0
INSERCAO,475780552,40,0
INSERCAO,765734663,276,0
INSERCAO,296337251,51,0
INSERCAO,509468418,41,0
INSERCAO,861078699,98,0
INSERCAO,623800087,47,0
INSERCAO,147406255,40,0
INSERCAO,611592983,47,0
INSERCAO,522982551,38,0
INSERCAO,113239566,44,0
INSERCAO,131832388,49,0
INSERCAO,276214421,99,0
INSERCAO,963511990,51,0
INSERCAO,985002444,41,0
INSERCAO,805772384,44,0
INSERCAO,708070106,51,0
INSERCAO,549627506,42,0
INSERCAO,437110128,39,0
INSERCAO,035561357,109,0
INSERCAO,451453606,44,0
INSERCAO,859427566,53,1
INSERCAO,340608260,64,1
INSERCAO,804917569,39,0
INSERCAO,597228854,49,0
INSERCAO,463724768,99,0
INSERCAO,764924273,62,1
INSERCAO,408545894,99,0
BUSCA,638586598,385,0
BUSCA,692941934,163,0
BUSCA,390783470,200,0
BUSCA,662901082,149,0
BUSCA,271213166,131,0
BUSCA,123217259,114,0
BUSCA,141171519,106,0
BUSCA,855397305,114,0
BUSCA,680072668,138,0
BUSCA,742958652,130,0
BUSCA,625281557,217,0
BUSCA,853916974,205,0
BUSCA,572392962,124,0
BUSCA,344280498,163,0
BUSCA,031012867,160,0
BUSCA,946217327,160,0
BUSCA,632838046,109,0
BUSCA,345780562,161,0
BUSCA,234716186,215,0
BUSCA,267017055,286,0
BUSCA,105153294,51,0
BUSCA,845081124,101,0
BUSCA,474818289,158,0
BUSCA,098930652,142,0
BUSCA,196599587,99,0
BUSCA,299977753,120,0
BUSCA,690577093,231,0
BUSCA,000057414,205,0
BUSCA,784807181,146,0
BUSCA,447413273,133,0
BUSCA,666241977,108,0
BUSCA,946811534,162,0
BUSCA,983536809,246,0
BUSCA,212307006,42,0
BUSCA,782387446,239,0
BUSCA,117417132,96,0
BUSCA,292892470,193,0
BUSCA,486037389,74,0
BUSCA,042006378,172,0
BUSCA,148327926,114,0
BUSCA,235205632,132,0
BUSCA,203987025,156,0
BUSCA,029065851,106,0
BUSCA,391481863,148,0
BUSCA,159220390,64,0
BUSCA,560181236,66,0
BUSCA,254399120,99,0
BUSCA,212259146,108,0
BUSCA,819750573,157,0
BUSCA,819989275,57,0
BUSCA,831850736,57,0
BUSCA,136529504,262,0
BUSCA,790654000,59,0
BUSCA,455729286,148,0
BUSCA,016755207,207,0
BUSCA,981753624,156,0
BUSCA,411513632,82,0
BUSCA,835906454,112,0
BUSCA,455302440,49,0
BUSCA,039664742,104,0
BUSCA,178953004,108,0
BUSCA,200746389,131,0
BUSCA,906596397,71,0
BUSCA,890238634,59,0
BUSCA,167189980,156,0
BUSCA,066547876,94,0
BUSCA,432786433,156,0
BUSCA,999690260,72,0
BUSCA,740345585,55,0
BUSCA,099847718,200,0
BUSCA,395545896,112,0
BUSCA,459945397,132,0
BUSCA,511199491,54,0
BUSCA,475780552,110,0
BUSCA,765734663,101,0
BUSCA,296337251,65,0
BUSCA,509468418,108,0
BUSCA,861078699,165,0
BUSCA,623800087,76,0
BUSCA,147406255,99,0
BUSCA,611592983,56,0
BUSCA,522982551,52,0
BUSCA,113239566,115,0
BUSCA,131832388,66,0
BUSCA,276214421,156,0
BUSCA,963511990,116,0
BUSCA,985002444,64,0
BUSCA,805772384,104,0
BUSCA,708070106,165,0
BUSCA,549627506,104,0
BUSCA,437110128,106,0
BUSCA,035561357,162,0
BUSCA,451453606,241,0
BUSCA,859427566,150,0
BUSCA,340608260,148,0
BUSCA,804917569,102,0
BUSCA,597228854,154,0
BUSCA,463724768,170,0
BUSCA,764924273,126,0
BUSCA,408545894,169,0
