operacao,dado,tempo_ns,colisoes
INSERCAO,564902406,330,0
INSERCAO,027971226,159,0
INSERCAO,873486950,86,0
INSERCAO,540213407,32,0
INSERCAO,973061398,87,0
INSERCAO,222573537,86,0
INSERCAO,988414633,85,0
INSERCAO,586108601,91,0
INSERCAO,304462022,86,0
INSERCAO,244156991,86,0
INSERCAO,373606024,30,0
INSERCAO,495406553,86,0
INSERCAO,001224766,85,0
INSERCAO,584866052,85,0
INSERCAO,751021590,91,0
INSERCAO,662539071,32,0
INSERCAO,029598435,85,0
INSERCAO,764176873,92,0
INSERCAO,087039988,32,0
INSERCAO,836893717,92,0
INSERCAO,687959623,36,0
INSERCAO,598990571,36,0
INSERCAO,761502433,84,0
INSERCAO,698596038,148,0
INSERCAO,974663872,26,0
INSERCAO,393246727,86,0
INSERCAO,498073135,85,0
INSERCAO,826234425,129,0
INSERCAO,980973271,104,0
INSERCAO,529890037,32,0
INSERCAO,659915932,85,0
INSERCAO,417736277,86,0
INSERCAO,611475169,90,0
INSERCAO,869424058,92,0
INSERCAO,661373921,36,0
INSERCAO,984349244,85,0
INSERCAO,250674265,35,0
INSERCAO,576699525,92,0
INSERCAO,315355787,84,0
INSERCAO,525571624,29,0
INSERCAO,532449193,85,0
INSERCAO,616746807,128,0
INSERCAO,108006660,86,0
INSERCAO,914325055,37,0
INSERCAO,786099010,37,0
INSERCAO,214748902,85,0
INSERCAO,245105992,35,0
INSERCAO,509098130,35,0
INSERCAO,780039825,85,0
INSERCAO,874756197,41,0
INSERCAO,517507835,32,0
INSERCAO,654774114,32,0
INSERCAO,839371532,85,0
INSERCAO,648733777,34,0
INSERCAO,821016047,32,0
INSERCAO,520577144,32,0
INSERCAO,720983935,32,0
INSERCAO,912049399,29,0
INSERCAO,144519874,36,0
INSERCAO,585654817,36,0
INSERCAO,548937860,32,0
INSERCAO,231266531,34,0
INSERCAO,200224165,33,0
INSERCAO,966928842,31,0
INSERCAO,341642758,32,0
INSERCAO,044607287,35,0
INSERCAO,206502964,88,0
INSERCAO,192293418,84,0
INSERCAO,240115587,35,0
INSERCAO,195310991,59,1
INSERCAO,916996435,159,1
INSERCAO,688947896,114,0
INSERCAO,900943894,32,0
INSERCAO,181883737,84,0
INSERCAO,346998729,31,0
INSERCAO,129512050,31,0
INSERCAO,112467745,31,0
INSERCAO,927170327,93,0
INSERCAO,990003194,33,0
INSERCAO,870150903,37,0
INSERCAO,771905161,88,0
INSERCAO,819320830,32,0
INSERCAO,827762169,47,1
INSERCAO,280617000,32,0
INSERCAO,206778277,52,1
INSERCAO,506414042,32,0
INSERCAO,344884940,37,0
INSERCAO,437425184,91,0
INSERCAO,205778917,32,0
INSERCAO,842163407,54,1
INSERCAO,107088237,86,0
INSERCAO,838881333,31,0
INSERCAO,579446055,43,1
INSERCAO,120692456,31,0
INSERCAO,385833700,84,0
INSERCAO,365256175,38,0
INSERCAO,520802355,95,0
INSERCAO,395960469,32,0
INSERCAO,105549142,32,0
INSERCAO,934182327,45,1
INSERCAO,438153258,98,0
INSERCAO,610013503,130,0
INSERCAO,157794736,36,0
INSERCAO,985568471,36,0
INSERCAO,780158396,36,0
INSERCAO,590890641,30,0
INSERCAO,371417503,53,1
INSERCAO,993622006,32,0
INSERCAO,045074658,86,0
INSERCAO,109750231,34,0
INSERCAO,712400007,26,0
INSERCAO,825749838,37,0
INSERCAO,007683540,37,0
INSERCAO,090528226,44,1
INSERCAO,842278782,38,0
INSERCAO,709102988,48,1
INSERCAO,496625401,36,0
INSERCAO,979532965,37,0
INSERCAO,689358430,28,0
INSERCAO,431701590,62,1
INSERCAO,030582418,52,1
INSERCAO,103931701,35,0
INSERCAO,825619585,32,0
INSERCAO,288467030,25,0
INSERCAO,909354610,35,0
INSERCAO,460637344,85,0
INSERCAO,330597741,36,0
INSERCAO,633605386,36,0
INSERCAO,779491779,33,0
INSERCAO,461979818,40,0
INSERCAO,874845991,75,2
INSERCAO,831881820,31,0
INSERCAO,681244873,43,1
INSERCAO,545736885,37,0
INSERCAO,947549099,30,0
INSERCAO,130351002,32,0
INSERCAO,621785664,36,0
INSERCAO,826429709,31,0
INSERCAO,973947774,30,0
INSERCAO,851948586,36,0
INSERCAO,018296281,36,0
INSERCAO,825405802,35,0
INSERCAO,725221316,25,0
INSERCAO,255872856,25,0
INSERCAO,389977276,30,0
INSERCAO,586585613,36,0
INSERCAO,774436546,37,0
INSERCAO,942368750,36,0
INSERCAO,845405574,40,0
INSERCAO,748833586,52,1
INSERCAO,273674602,37,0
INSERCAO,520738295,35,0
INSERCAO,784613856,47,1
INSERCAO,286766499,36,0
INSERCAO,194679684,35,0
INSERCAO,811212959,37,0
INSERCAO,308488125,32,0
INSERCAO,682616935,42,1
INSERCAO,858328699,37,0
INSERCAO,235101750,60,1
INSERCAO,034160176,53,0
INSERCAO,658205591,51,0
INSERCAO,695996610,105,1
INSERCAO,586680915,51,0
INSERCAO,325148647,51,0
INSERCAO,414198864,46,0
INSERCAO,255550433,57,1
INSERCAO,893235733,51,0
INSERCAO,270424904,57,0
INSERCAO,993015584,60,0
INSERCAO,090785413,49,0
INSERCAO,745530918,45,0
INSERCAO,316248427,51,0
INSERCAO,396237006,42,1
INSERCAO,603442976,56,0
INSERCAO,014556760,61,0
INSERCAO,704303662,53,0
INSERCAO,023230031,45,0
INSERCAO,907259542,57,0
INSERCAO,056152998,50,0
INSERCAO,099840511,51,0
INSERCAO,734940289,56,0
INSERCAO,080618825,59,1
INSERCAO,281527825,52,2
INSERCAO,774906791,55,0
INSERCAO,245910704,50,0
INSERCAO,183019150,56,0
INSERCAO,556745888,62,0
INSERCAO,090184955,50,0
INSERCAO,817498671,56,0
INSERCAO,921815168,46,0
INSERCAO,127441069,57,0
