operacao,dado,tempo_ns,colisoes
INSERCAO,564902406,508,0
INSERCAO,027971226,152,0
INSERCAO,873486950,151,0
INSERCAO,540213407,38,0
INSERCAO,973061398,154,0
INSERCAO,222573537,38,0
INSERCAO,988414633,36,0
INSERCAO,586108601,102,0
INSERCAO,304462022,36,0
INSERCAO,244156991,45,0
INSERCAO,373606024,102,0
INSERCAO,495406553,92,0
INSERCAO,001224766,99,0
INSERCAO,584866052,37,0
INSERCAO,751021590,41,0
INSERCAO,662539071,93,0
INSERCAO,029598435,40,0
INSERCAO,764176873,44,0
INSERCAO,087039988,104,0
INSERCAO,836893717,42,0
INSERCAO,687959623,151,0
INSERCAO,598990571,156,1
INSERCAO,761502433,52,1
INSERCAO,698596038,109,0
INSERCAO,974663872,40,0
INSERCAO,393246727,38,0
INSERCAO,498073135,133,1
INSERCAO,826234425,39,0
INSERCAO,980973271,169,1
INSERCAO,529890037,116,1
INSERCAO,659915932,36,0
INSERCAO,417736277,45,0
INSERCAO,611475169,40,0
INSERCAO,869424058,44,0
INSERCAO,661373921,94,0
INSERCAO,984349244,38,0
INSERCAO,250674265,163,0
INSERCAO,576699525,79,1
INSERCAO,315355787,42,0
INSERCAO,525571624,144,1
INSERCAO,532449193,41,0
INSERCAO,616746807,117,1
INSERCAO,108006660,104,0
INSERCAO,914325055,38,0
INSERCAO,786099010,92,0
INSERCAO,214748902,30,0
INSERCAO,245105992,40,0
INSERCAO,509098130,96,0
INSERCAO,780039825,231,2
INSERCAO,874756197,40,0
INSERCAO,517507835,236,2
INSERCAO,654774114,40,0
INSERCAO,839371532,342,1
INSERCAO,648733777,122,1
INSERCAO,821016047,39,0
INSERCAO,520577144,81,1
INSERCAO,720983935,161,3
INSERCAO,912049399,103,0
INSERCAO,144519874,43,0
INSERCAO,585654817,79,1
INSERCAO,548937860,68,1
INSERCAO,231266531,38,0
INSERCAO,200224165,190,1
INSERCAO,966928842,45,0
INSERCAO,341642758,81,1
INSERCAO,044607287,80,1
INSERCAO,206502964,104,0
INSERCAO,192293418,52,0
INSERCAO,240115587,99,2
INSERCAO,195310991,125,1
INSERCAO,916996435,188,4
INSERCAO,688947896,62,0
INSERCAO,900943894,109,0
INSERCAO,181883737,115,1
INSERCAO,346998729,109,0
INSERCAO,129512050,158,1
INSERCAO,112467745,54,0
INSERCAO,927170327,137,1
INSERCAO,990003194,80,1
INSERCAO,870150903,109,0
INSERCAO,771905161,116,0
INSERCAO,819320830,124,1
INSERCAO,827762169,112,1
INSERCAO,280617000,55,0
INSERCAO,206778277,140,1
INSERCAO,506414042,78,1
INSERCAO,344884940,61,0
INSERCAO,437425184,56,0
INSERCAO,205778917,175,2
INSERCAO,842163407,102,2
INSERCAO,107088237,68,2
INSERCAO,838881333,203,2
INSERCAO,579446055,65,1
INSERCAO,120692456,54,0
INSERCAO,385833700,66,1
INSERCAO,365256175,62,0
INSERCAO,520802355,143,2
INSERCAO,395960469,52,1
INSERCAO,105549142,128,2
INSERCAO,934182327,305,2
INSERCAO,438153258,147,2
INSERCAO,610013503,106,1
INSERCAO,157794736,53,0
INSERCAO,985568471,163,2
INSERCAO,780158396,190,1
INSERCAO,590890641,50,0
INSERCAO,371417503,70,2
INSERCAO,993622006,232,1
INSERCAO,045074658,70,2
INSERCAO,109750231,110,1
INSERCAO,712400007,123,3
INSERCAO,825749838,160,1
INSERCAO,007683540,56,1
INSERCAO,090528226,219,1
INSERCAO,842278782,52,0
INSERCAO,709102988,69,1
INSERCAO,496625401,223,1
INSERCAO,979532965,87,1
INSERCAO,689358430,189,2
INSERCAO,431701590,126,1
INSERCAO,030582418,101,1
INSERCAO,103931701,105,2
INSERCAO,825619585,121,0
INSERCAO,288467030,107,1
INSERCAO,909354610,126,1
INSERCAO,460637344,224,2
INSERCAO,330597741,99,1
INSERCAO,633605386,65,0
INSERCAO,779491779,61,0
INSERCAO,461979818,121,1
INSERCAO,874845991,129,1
INSERCAO,831881820,57,0
INSERCAO,681244873,112,1
INSERCAO,545736885,88,1
INSERCAO,947549099,65,1
INSERCAO,130351002,65,1
INSERCAO,621785664,128,1
INSERCAO,826429709,55,0
INSERCAO,973947774,56,1
INSERCAO,851948586,77,1
INSERCAO,018296281,60,0
INSERCAO,825405802,128,1
INSERCAO,725221316,57,0
INSERCAO,255872856,125,1
INSERCAO,389977276,57,0
INSERCAO,586585613,114,0
INSERCAO,774436546,64,0
INSERCAO,942368750,62,1
INSERCAO,845405574,178,2
INSERCAO,748833586,121,2
INSERCAO,273674602,120,2
INSERCAO,520738295,64,0
INSERCAO,784613856,293,2
INSERCAO,286766499,75,1
INSERCAO,194679684,129,1
INSERCAO,811212959,111,0
INSERCAO,308488125,144,2
INSERCAO,682616935,163,4
INSERCAO,858328699,160,2
INSERCAO,235101750,134,2
INSERCAO,034160176,57,1
INSERCAO,658205591,147,2
INSERCAO,695996610,90,1
INSERCAO,586680915,52,0
INSERCAO,325148647,169,1
INSERCAO,414198864,80,2
INSERCAO,255550433,134,2
INSERCAO,893235733,247,3
INSERCAO,270424904,63,0
INSERCAO,993015584,156,1
INSERCAO,090785413,80,1
INSERCAO,745530918,169,2
INSERCAO,316248427,114,1
INSERCAO,396237006,363,1
INSERCAO,603442976,71,1
INSERCAO,014556760,140,1
INSERCAO,704303662,64,0
INSERCAO,023230031,204,2
INSERCAO,907259542,169,2
INSERCAO,056152998,167,1
INSERCAO,099840511,114,0
INSERCAO,734940289,159,0
INSERCAO,080618825,145,3
INSERCAO,281527825,143,4
INSERCAO,774906791,196,3
INSERCAO,245910704,240,1
INSERCAO,183019150,273,3
INSERCAO,556745888,158,2
INSERCAO,090184955,164,3
INSERCAO,817498671,156,2
