operacao,dado,tempo_ns,colisoes
INSERCAO,698351333,620,0
INSERCAO,529294491,101,0
INSERCAO,526454921,103,0
INSERCAO,648070347,131,0
INSERCAO,829708007,41,0
INSERCAO,692983215,105,0
INSERCAO,792567154,90,0
INSERCAO,797107022,44,0
INSERCAO,592622681,107,0
INSERCAO,667589032,99,0
INSERCAO,142803213,105,0
INSERCAO,932522173,306,0
INSERCAO,294023053,91,0
INSERCAO,836977161,47,0
INSERCAO,166018526,117,0
INSERCAO,956126274,44,0
INSERCAO,780429097,93,0
INSERCAO,241881019,37,0
INSERCAO,462774010,40,0
INSERCAO,999704681,87,1
INSERCAO,432894319,43,0
INSERCAO,831322674,49,0
INSERCAO,505053723,103,0
INSERCAO,392660688,96,0
INSERCAO,036672407,95,0
INSERCAO,836236319,72,1
INSERCAO,758469330,102,0
INSERCAO,596261994,108,0
INSERCAO,634878808,94,0
INSERCAO,078714315,38,0
INSERCAO,798769883,101,0
INSERCAO,183575663,45,0
INSERCAO,520097559,103,0
INSERCAO,806586764,93,0
INSERCAO,616987620,93,0
INSERCAO,254641876,116,0
INSERCAO,618873101,40,0
INSERCAO,088059496,120,0
INSERCAO,404507074,106,0
INSERCAO,297440187,93,0
INSERCAO,783536336,46,0
INSERCAO,379959923,40,0
INSERCAO,856579083,98,0
INSERCAO,145837273,116,0
INSERCAO,265277396,98,0
INSERCAO,745333279,40,0
INSERCAO,688386104,39,0
INSERCAO,006297401,38,0
INSERCAO,412827145,39,0
INSERCAO,862871557,130,0
INSERCAO,897261146,44,0
INSERCAO,898601820,109,0
INSERCAO,101043194,220,0
INSERCAO,648822540,38,0
INSERCAO,657365231,41,0
INSERCAO,921457885,38,0
INSERCAO,778671688,63,1
INSERCAO,792484200,40,0
INSERCAO,755899384,55,0
INSERCAO,259680057,48,0
INSERCAO,106505290,52,0
INSERCAO,856074775,98,0
INSERCAO,861236807,51,0
INSERCAO,150288398,59,0
INSERCAO,108792369,92,0
INSERCAO,029362962,104,0
INSERCAO,249105267,43,0
INSERCAO,028391850,212,0
INSERCAO,906298328,38,0
INSERCAO,864222908,105,0
INSERCAO,276042917,37,0
INSERCAO,456479655,51,0
INSERCAO,225217849,38,0
INSERCAO,996804352,105,0
INSERCAO,506667322,44,0
INSERCAO,719163414,38,0
INSERCAO,420035936,103,0
INSERCAO,060041900,37,0
INSERCAO,129293339,44,0
INSERCAO,929041088,46,0
INSERCAO,398298832,95,0
INSERCAO,052852350,44,0
INSERCAO,845582623,97,0
INSERCAO,619902746,99,0
INSERCAO,989488197,40,0
INSERCAO,191293162,39,0
INSERCAO,660530204,40,0
INSERCAO,024676276,46,0
INSERCAO,847281574,43,0
INSERCAO,659832328,64,1
INSERCAO,535644013,44,0
INSERCAO,827165159,40,0
INSERCAO,840416632,50,0
INSERCAO,533981428,39,0
INSERCAO,771064211,44,0
INSERCAO,721246537,102,0
INSERCAO,093308446,97,0
INSERCAO,643470483,43,0
INSERCAO,387487183,44,0
INSERCAO,762646131,39,0
INSERCAO,216067841,101,0
INSERCAO,380528505,38,0
INSERCAO,280753696,42,0
INSERCAO,270625834,38,0
INSERCAO,375250358,49,0
INSERCAO,548978502,40,0
INSERCAO,011614611,51,0
INSERCAO,471268530,41,0
INSERCAO,731190271,44,0
INSERCAO,378251882,94,0
INSERCAO,972778627,30,0
INSERCAO,490194349,44,0
INSERCAO,343014705,96,0
INSERCAO,856218592,40,0
INSERCAO,912798113,38,0
INSERCAO,039226949,38,0
INSERCAO,960519162,54,1
INSERCAO,049097303,39,0
INSERCAO,589937774,39,0
INSERCAO,127585830,38,0
INSERCAO,376549075,45,0
INSERCAO,180064441,43,0
INSERCAO,020322295,47,0
INSERCAO,929312283,45,0
INSERCAO,043911569,38,0
INSERCAO,885460312,41,0
INSERCAO,715968958,40,0
INSERCAO,150030363,43,0
INSERCAO,760549815,58,0
INSERCAO,305013945,36,0
INSERCAO,619246594,39,0
INSERCAO,638352950,54,0
INSERCAO,212782835,32,0
INSERCAO,979517564,56,0
INSERCAO,219001037,37,0
INSERCAO,182254161,53,1
INSERCAO,572571101,64,1
INSERCAO,454780757,52,0
INSERCAO,100089584,44,0
INSERCAO,839526410,45,0
INSERCAO,470786458,39,0
INSERCAO,459875052,44,0
INSERCAO,826922503,44,0
INSERCAO,764144789,92,0
INSERCAO,081914422,80,0
INSERCAO,445128311,50,0
INSERCAO,554353035,39,0
INSERCAO,773517488,55,0
INSERCAO,647293038,37,0
INSERCAO,486456073,48,0
INSERCAO,149317743,121,0
INSERCAO,585629173,122,1
INSERCAO,478316076,37,0
INSERCAO,284305687,114,0
INSERCAO,010811091,49,0
INSERCAO,395811036,44,0
INSERCAO,007503650,115,0
INSERCAO,899401177,45,0
INSERCAO,037207617,49,0
INSERCAO,769138680,50,0
INSERCAO,300467251,52,0
INSERCAO,262783034,38,0
INSERCAO,887730771,49,0
INSERCAO,638296945,49,1
INSERCAO,433661863,337,0
INSERCAO,496081801,31,0
INSERCAO,276557235,51,0
