operacao,dado,tempo_ns,colisoes
INSERCAO,638586598,436,0
INSERCAO,692941934,126,0
INSERCAO,390783470,97,0
INSERCAO,662901082,39,0
INSERCAO,271213166,96,0
INSERCAO,123217259,274,0
INSERCAO,141171519,90,0
INSERCAO,855397305,96,0
INSERCAO,680072668,99,0
INSERCAO,742958652,49,0
INSERCAO,625281557,91,0
INSERCAO,853916974,139,0
INSERCAO,572392962,47,0
INSERCAO,344280498,107,0
INSERCAO,031012867,93,0
INSERCAO,946217327,51,0
INSERCAO,632838046,91,0
INSERCAO,345780562,107,0
INSERCAO,234716186,98,0
INSERCAO,267017055,118,0
INSERCAO,105153294,102,0
INSERCAO,845081124,45,0
INSERCAO,474818289,40,0
INSERCAO,098930652,497,1
INSERCAO,196599587,280,0
INSERCAO,299977753,137,0
INSERCAO,690577093,49,0
INSERCAO,000057414,101,0
INSERCAO,784807181,97,0
INSERCAO,447413273,92,0
INSERCAO,666241977,43,0
INSERCAO,946811534,57,0
INSERCAO,983536809,97,0
INSERCAO,212307006,44,0
INSERCAO,782387446,93,0
INSERCAO,117417132,101,0
INSERCAO,292892470,83,1
INSERCAO,486037389,93,0
INSERCAO,042006378,100,0
INSERCAO,148327926,108,0
INSERCAO,235205632,94,0
INSERCAO,203987025,40,0
INSERCAO,029065851,359,0
INSERCAO,391481863,38,0
INSERCAO,159220390,50,0
INSERCAO,560181236,103,0
INSERCAO,254399120,45,0
INSERCAO,212259146,41,0
INSERCAO,819750573,43,0
INSERCAO,819989275,99,0
INSERCAO,831850736,55,0
INSERCAO,136529504,51,0
INSERCAO,790654000,39,0
INSERCAO,455729286,45,0
INSERCAO,016755207,93,0
INSERCAO,981753624,134,0
INSERCAO,411513632,90,1
INSERCAO,835906454,100,0
INSERCAO,455302440,91,0
INSERCAO,039664742,47,0
INSERCAO,178953004,38,0
INSERCAO,200746389,80,1
INSERCAO,906596397,45,0
INSERCAO,890238634,44,0
INSERCAO,167189980,47,0
INSERCAO,066547876,99,0
INSERCAO,432786433,44,0
INSERCAO,999690260,42,0
INSERCAO,740345585,91,0
INSERCAO,099847718,101,0
INSERCAO,395545896,92,0
INSERCAO,459945397,69,1
INSERCAO,511199491,94,0
INSERCAO,475780552,44,0
INSERCAO,765734663,93,0
INSERCAO,296337251,47,0
INSERCAO,509468418,94,0
INSERCAO,861078699,103,0
INSERCAO,623800087,49,0
INSERCAO,147406255,39,0
INSERCAO,611592983,45,0
INSERCAO,522982551,46,0
INSERCAO,113239566,38,0
INSERCAO,131832388,47,0
INSERCAO,276214421,38,0
INSERCAO,963511990,41,0
INSERCAO,985002444,44,0
INSERCAO,805772384,44,0
INSERCAO,708070106,101,0
INSERCAO,549627506,45,0
INSERCAO,437110128,44,0
INSERCAO,035561357,110,0
INSERCAO,451453606,96,0
INSERCAO,859427566,88,1
INSERCAO,340608260,72,1
INSERCAO,804917569,41,0
INSERCAO,597228854,55,0
INSERCAO,463724768,89,0
INSERCAO,764924273,100,1
INSERCAO,408545894,105,0
BUSCA,638586598,279,0
BUSCA,692941934,251,0
BUSCA,390783470,162,0
BUSCA,662901082,163,0
BUSCA,271213166,180,0
BUSCA,123217259,155,0
BUSCA,141171519,106,0
BUSCA,855397305,162,0
BUSCA,680072668,114,0
BUSCA,742958652,220,0
BUSCA,625281557,110,0
BUSCA,853916974,108,0
BUSCA,572392962,55,0
BUSCA,344280498,53,0
BUSCA,031012867,101,0
BUSCA,946217327,120,0
BUSCA,632838046,215,0
BUSCA,345780562,117,0
BUSCA,234716186,106,0
BUSCA,267017055,102,0
BUSCA,105153294,165,0
BUSCA,845081124,107,0
BUSCA,474818289,146,0
BUSCA,098930652,90,0
BUSCA,196599587,115,0
BUSCA,299977753,102,0
BUSCA,690577093,108,0
BUSCA,000057414,58,0
BUSCA,784807181,97,0
BUSCA,447413273,46,0
BUSCA,666241977,107,0
BUSCA,946811534,51,0
BUSCA,983536809,158,0
BUSCA,212307006,144,0
BUSCA,782387446,163,0
BUSCA,117417132,163,0
BUSCA,292892470,85,0
BUSCA,486037389,57,0
BUSCA,042006378,213,0
BUSCA,148327926,166,0
BUSCA,235205632,52,0
BUSCA,203987025,114,0
BUSCA,029065851,60,0
BUSCA,391481863,95,0
BUSCA,159220390,111,0
BUSCA,560181236,159,0
BUSCA,254399120,45,0
BUSCA,212259146,109,0
BUSCA,819750573,53,0
BUSCA,819989275,67,0
BUSCA,831850736,156,0
BUSCA,136529504,51,0
BUSCA,790654000,51,0
BUSCA,455729286,48,0
BUSCA,016755207,108,0
BUSCA,981753624,157,0
BUSCA,411513632,115,0
BUSCA,835906454,302,0
BUSCA,455302440,148,0
BUSCA,039664742,71,0
