operacao,dado,tempo_ns,colisoes
INSERCAO,564902406,1183,0
INSERCAO,027971226,375,1
INSERCAO,873486950,187,0
INSERCAO,540213407,222,0
INSERCAO,973061398,148,0
INSERCAO,222573537,187,1
INSERCAO,988414633,159,0
INSERCAO,586108601,136,0
INSERCAO,304462022,170,0
INSERCAO,244156991,150,1
INSERCAO,373606024,133,0
INSERCAO,495406553,186,1
INSERCAO,001224766,210,2
INSERCAO,584866052,228,1
INSERCAO,751021590,165,1
INSERCAO,662539071,125,1
INSERCAO,029598435,197,0
INSERCAO,764176873,196,2
INSERCAO,087039988,149,1
INSERCAO,836893717,172,1
INSERCAO,687959623,191,3
INSERCAO,598990571,209,2
INSERCAO,761502433,190,4
INSERCAO,698596038,138,2
INSERCAO,974663872,207,2
INSERCAO,393246727,149,2
INSERCAO,498073135,141,1
INSERCAO,826234425,169,2
INSERCAO,980973271,250,2
INSERCAO,529890037,212,3
INSERCAO,659915932,227,3
INSERCAO,417736277,195,4
INSERCAO,611475169,281,0
INSERCAO,869424058,176,3
INSERCAO,661373921,175,3
INSERCAO,984349244,321,1
INSERCAO,250674265,137,2
INSERCAO,576699525,173,3
INSERCAO,315355787,181,3
INSERCAO,525571624,130,2
INSERCAO,532449193,245,4
INSERCAO,616746807,157,2
INSERCAO,108006660,141,2
INSERCAO,914325055,215,3
INSERCAO,786099010,179,2
INSERCAO,214748902,194,1
INSERCAO,245105992,166,2
INSERCAO,509098130,258,3
INSERCAO,780039825,260,4
INSERCAO,874756197,180,2
INSERCAO,517507835,216,4
INSERCAO,654774114,211,3
INSERCAO,839371532,169,4
INSERCAO,648733777,203,3
INSERCAO,821016047,195,4
INSERCAO,520577144,156,3
INSERCAO,720983935,238,5
INSERCAO,912049399,245,1
INSERCAO,144519874,172,1
INSERCAO,585654817,127,3
INSERCAO,548937860,274,4
INSERCAO,231266531,168,2
INSERCAO,200224165,174,3
INSERCAO,966928842,211,5
INSERCAO,341642758,171,3
INSERCAO,044607287,190,2
INSERCAO,206502964,188,2
INSERCAO,192293418,170,4
INSERCAO,240115587,191,4
INSERCAO,195310991,168,3
INSERCAO,916996435,249,4
INSERCAO,688947896,179,1
INSERCAO,900943894,174,4
INSERCAO,181883737,228,3
INSERCAO,346998729,159,1
INSERCAO,129512050,180,4
INSERCAO,112467745,267,4
INSERCAO,927170327,187,3
INSERCAO,990003194,200,2
INSERCAO,870150903,207,3
INSERCAO,771905161,178,3
INSERCAO,819320830,196,3
INSERCAO,827762169,213,2
INSERCAO,280617000,195,5
INSERCAO,206778277,208,4
INSERCAO,506414042,164,2
INSERCAO,344884940,223,6
INSERCAO,437425184,203,4
INSERCAO,205778917,192,5
INSERCAO,842163407,223,3
INSERCAO,107088237,171,4
INSERCAO,838881333,198,4
INSERCAO,579446055,308,6
INSERCAO,120692456,151,2
INSERCAO,385833700,249,7
INSERCAO,365256175,161,3
INSERCAO,520802355,203,5
INSERCAO,395960469,161,2
INSERCAO,105549142,120,2
INSERCAO,934182327,199,4
INSERCAO,438153258,241,4
INSERCAO,610013503,166,5
INSERCAO,157794736,203,3
INSERCAO,985568471,163,3
INSERCAO,780158396,198,2
