operacao,dado,tempo_ns,colisoes
INSERCAO,564902406,1398,0
INSERCAO,027971226,468,1
INSERCAO,873486950,229,0
INSERCAO,540213407,222,0
INSERCAO,973061398,272,0
INSERCAO,222573537,171,1
INSERCAO,988414633,236,0
INSERCAO,586108601,186,0
INSERCAO,304462022,190,0
INSERCAO,244156991,226,1
INSERCAO,373606024,192,0
INSERCAO,495406553,177,1
INSERCAO,001224766,239,2
INSERCAO,584866052,174,1
INSERCAO,751021590,224,1
INSERCAO,662539071,187,2
INSERCAO,029598435,191,0
INSERCAO,764176873,234,2
INSERCAO,087039988,240,1
INSERCAO,836893717,160,2
INSERCAO,687959623,266,3
INSERCAO,598990571,166,3
INSERCAO,761502433,243,4
INSERCAO,698596038,189,2
INSERCAO,974663872,211,2
INSERCAO,393246727,215,3
INSERCAO,498073135,190,1
INSERCAO,826234425,174,2
INSERCAO,980973271,243,4
INSERCAO,529890037,164,4
INSERCAO,659915932,216,3
INSERCAO,417736277,225,5
INSERCAO,611475169,180,0
INSERCAO,869424058,207,3
INSERCAO,661373921,188,5
INSERCAO,984349244,176,1
INSERCAO,250674265,230,3
INSERCAO,576699525,510,4
INSERCAO,315355787,3862,6
INSERCAO,525571624,188,2
INSERCAO,532449193,208,5
INSERCAO,616746807,258,7
INSERCAO,108006660,189,2
INSERCAO,914325055,204,5
INSERCAO,786099010,204,3
INSERCAO,214748902,219,4
INSERCAO,245105992,249,5
INSERCAO,509098130,195,4
INSERCAO,780039825,205,6
INSERCAO,874756197,217,8
INSERCAO,517507835,248,7
INSERCAO,654774114,181,3
INSERCAO,839371532,191,6
INSERCAO,648733777,268,9
INSERCAO,821016047,228,10
INSERCAO,520577144,191,4
INSERCAO,720983935,361,8
INSERCAO,912049399,167,1
INSERCAO,144519874,483,5
INSERCAO,585654817,258,11
INSERCAO,548937860,282,5
INSERCAO,231266531,245,6
INSERCAO,200224165,240,9
INSERCAO,966928842,231,7
INSERCAO,341642758,320,4
INSERCAO,044607287,259,12
INSERCAO,206502964,255,6
INSERCAO,192293418,238,5
INSERCAO,240115587,250,13
INSERCAO,195310991,248,7
INSERCAO,916996435,272,10
INSERCAO,688947896,219,3
INSERCAO,900943894,282,7
INSERCAO,181883737,327,14
INSERCAO,346998729,185,2
INSERCAO,129512050,214,6
INSERCAO,112467745,254,11
INSERCAO,927170327,315,15
INSERCAO,990003194,237,8
INSERCAO,870150903,296,6
INSERCAO,771905161,258,8
INSERCAO,819320830,193,7
INSERCAO,827762169,240,3
INSERCAO,280617000,206,8
INSERCAO,206778277,279,16
INSERCAO,506414042,280,8
INSERCAO,344884940,218,9
INSERCAO,437425184,250,9
INSERCAO,205778917,402,17
INSERCAO,842163407,296,18
INSERCAO,107088237,347,19
INSERCAO,838881333,246,7
INSERCAO,579446055,264,12
INSERCAO,120692456,273,4
INSERCAO,385833700,229,10
INSERCAO,365256175,266,13
INSERCAO,520802355,293,14
INSERCAO,395960469,211,4
INSERCAO,105549142,284,9
INSERCAO,934182327,315,20
