operacao,dado,tempo_ns,colisoes
INSERCAO,638586598,460,0
INSERCAO,692941934,127,0
INSERCAO,390783470,40,0
INSERCAO,662901082,89,0
INSERCAO,271213166,120,0
INSERCAO,123217259,106,0
INSERCAO,141171519,89,0
INSERCAO,855397305,101,0
INSERCAO,680072668,43,0
INSERCAO,742958652,97,0
INSERCAO,625281557,97,0
INSERCAO,853916974,151,0
INSERCAO,572392962,37,0
INSERCAO,344280498,93,0
INSERCAO,031012867,106,0
INSERCAO,946217327,104,0
INSERCAO,632838046,145,0
INSERCAO,345780562,45,0
INSERCAO,234716186,141,0
INSERCAO,267017055,36,0
INSERCAO,105153294,148,0
INSERCAO,845081124,86,0
INSERCAO,474818289,50,0
INSERCAO,098930652,84,1
INSERCAO,196599587,50,0
INSERCAO,299977753,117,0
INSERCAO,690577093,34,0
INSERCAO,000057414,147,0
INSERCAO,784807181,51,0
INSERCAO,447413273,94,0
INSERCAO,666241977,44,0
INSERCAO,946811534,100,0
INSERCAO,983536809,100,0
INSERCAO,212307006,34,0
INSERCAO,782387446,101,0
INSERCAO,117417132,99,0
INSERCAO,292892470,50,1
INSERCAO,486037389,113,0
INSERCAO,042006378,98,0
INSERCAO,148327926,51,0
INSERCAO,235205632,93,0
INSERCAO,203987025,97,0
INSERCAO,029065851,93,0
INSERCAO,391481863,35,0
INSERCAO,159220390,55,0
INSERCAO,560181236,99,0
INSERCAO,254399120,45,0
INSERCAO,212259146,109,0
INSERCAO,819750573,91,0
INSERCAO,819989275,110,0
INSERCAO,831850736,99,0
INSERCAO,136529504,97,0
INSERCAO,790654000,36,0
INSERCAO,455729286,44,0
INSERCAO,016755207,90,0
INSERCAO,981753624,38,0
INSERCAO,411513632,64,1
INSERCAO,835906454,44,0
INSERCAO,455302440,90,0
INSERCAO,039664742,103,0
INSERCAO,178953004,36,0
INSERCAO,200746389,117,1
INSERCAO,906596397,34,0
INSERCAO,890238634,29,0
INSERCAO,167189980,94,0
INSERCAO,066547876,36,0
INSERCAO,432786433,92,0
INSERCAO,999690260,59,0
INSERCAO,740345585,37,0
INSERCAO,099847718,92,0
INSERCAO,395545896,93,0
INSERCAO,459945397,65,1
INSERCAO,511199491,159,0
INSERCAO,475780552,100,0
INSERCAO,765734663,38,0
INSERCAO,296337251,165,0
INSERCAO,509468418,90,0
INSERCAO,861078699,36,0
INSERCAO,623800087,43,0
INSERCAO,147406255,49,0
INSERCAO,611592983,94,0
INSERCAO,522982551,38,0
INSERCAO,113239566,150,0
INSERCAO,131832388,276,0
INSERCAO,276214421,44,0
INSERCAO,963511990,104,0
INSERCAO,985002444,38,0
INSERCAO,805772384,36,0
INSERCAO,708070106,148,0
INSERCAO,549627506,98,0
INSERCAO,437110128,42,0
INSERCAO,035561357,175,0
INSERCAO,451453606,90,0
INSERCAO,859427566,123,1
INSERCAO,340608260,68,1
INSERCAO,804917569,44,0
INSERCAO,597228854,94,0
INSERCAO,463724768,37,0
INSERCAO,764924273,119,1
INSERCAO,408545894,50,0
BUSCA,638586598,470,0
BUSCA,692941934,130,0
BUSCA,390783470,128,0
BUSCA,662901082,249,0
BUSCA,271213166,184,0
BUSCA,123217259,168,0
BUSCA,141171519,155,0
BUSCA,855397305,165,0
BUSCA,680072668,158,0
BUSCA,742958652,122,0
BUSCA,625281557,124,0
BUSCA,853916974,124,0
BUSCA,572392962,101,0
BUSCA,344280498,112,0
BUSCA,031012867,192,0
BUSCA,946217327,116,0
BUSCA,632838046,171,0
BUSCA,345780562,182,0
BUSCA,234716186,107,0
BUSCA,267017055,102,0
BUSCA,105153294,56,0
BUSCA,845081124,120,0
BUSCA,474818289,47,0
BUSCA,098930652,168,0
BUSCA,196599587,140,0
BUSCA,299977753,138,0
BUSCA,690577093,118,0
BUSCA,000057414,101,0
BUSCA,784807181,160,0
BUSCA,447413273,127,0
BUSCA,666241977,53,0
BUSCA,946811534,103,0
BUSCA,983536809,111,0
BUSCA,212307006,107,0
BUSCA,782387446,191,0
BUSCA,117417132,103,0
BUSCA,292892470,135,0
BUSCA,486037389,122,0
BUSCA,042006378,196,0
