operacao,dado,tempo_ns,colisoes
INSERCAO,638586598,333,0
INSERCAO,692941934,137,0
INSERCAO,390783470,119,0
INSERCAO,662901082,112,0
INSERCAO,271213166,41,0
INSERCAO,123217259,91,0
INSERCAO,141171519,91,0
INSERCAO,855397305,39,0
INSERCAO,680072668,42,0
INSERCAO,742958652,44,0
INSERCAO,625281557,39,0
INSERCAO,853916974,39,0
INSERCAO,572392962,44,0
INSERCAO,344280498,67,1
INSERCAO,031012867,46,0
INSERCAO,946217327,37,0
INSERCAO,632838046,44,0
INSERCAO,345780562,76,1
INSERCAO,234716186,43,0
INSERCAO,267017055,42,0
INSERCAO,105153294,40,0
INSERCAO,845081124,37,0
INSERCAO,474818289,44,0
INSERCAO,098930652,70,1
INSERCAO,196599587,44,0
INSERCAO,299977753,42,0
INSERCAO,690577093,30,0
INSERCAO,000057414,35,0
INSERCAO,784807181,39,0
INSERCAO,447413273,50,0
INSERCAO,666241977,39,0
INSERCAO,946811534,87,1
INSERCAO,983536809,37,0
INSERCAO,212307006,38,0
INSERCAO,782387446,83,1
INSERCAO,117417132,37,0
INSERCAO,292892470,100,1
INSERCAO,486037389,86,1
INSERCAO,042006378,47,0
INSERCAO,148327926,45,0
INSERCAO,235205632,73,1
INSERCAO,203987025,44,0
INSERCAO,029065851,43,0
INSERCAO,391481863,40,0
INSERCAO,159220390,51,0
INSERCAO,560181236,34,0
INSERCAO,254399120,46,0
INSERCAO,212259146,82,1
INSERCAO,819750573,95,1
INSERCAO,819989275,44,0
INSERCAO,831850736,68,1
INSERCAO,136529504,50,0
INSERCAO,790654000,37,0
INSERCAO,455729286,62,1
INSERCAO,016755207,38,0
INSERCAO,981753624,56,1
INSERCAO,411513632,122,2
INSERCAO,835906454,42,0
INSERCAO,455302440,37,0
INSERCAO,039664742,42,0
INSERCAO,178953004,67,1
INSERCAO,200746389,77,1
INSERCAO,906596397,52,0
INSERCAO,890238634,109,2
INSERCAO,167189980,43,0
INSERCAO,066547876,44,0
INSERCAO,432786433,36,0
INSERCAO,999690260,49,0
INSERCAO,740345585,42,0
INSERCAO,099847718,45,0
INSERCAO,395545896,37,0
INSERCAO,459945397,79,1
INSERCAO,511199491,45,0
INSERCAO,475780552,126,2
INSERCAO,765734663,68,1
INSERCAO,296337251,74,1
INSERCAO,509468418,67,1
INSERCAO,861078699,59,0
INSERCAO,623800087,65,1
INSERCAO,147406255,74,1
INSERCAO,611592983,52,0
INSERCAO,522982551,101,2
INSERCAO,113239566,84,1
INSERCAO,131832388,53,0
INSERCAO,276214421,51,0
INSERCAO,963511990,52,1
INSERCAO,985002444,67,0
INSERCAO,805772384,58,0
INSERCAO,708070106,121,1
INSERCAO,549627506,79,2
INSERCAO,437110128,50,0
INSERCAO,035561357,132,1
INSERCAO,451453606,117,3
INSERCAO,859427566,70,1
INSERCAO,340608260,91,1
INSERCAO,804917569,49,0
INSERCAO,597228854,88,1
INSERCAO,463724768,71,1
INSERCAO,764924273,93,2
INSERCAO,408545894,60,1
BUSCA,638586598,119,0
BUSCA,692941934,71,0
BUSCA,390783470,57,0
BUSCA,662901082,109,0
BUSCA,271213166,52,0
BUSCA,123217259,163,0
BUSCA,141171519,51,0
BUSCA,855397305,46,0
BUSCA,680072668,52,0
BUSCA,742958652,49,0
BUSCA,625281557,44,0
BUSCA,853916974,47,0
BUSCA,572392962,66,0
BUSCA,344280498,80,0
BUSCA,031012867,63,0
BUSCA,946217327,47,0
BUSCA,632838046,46,0
BUSCA,345780562,78,0
BUSCA,234716186,53,0
BUSCA,267017055,52,0
BUSCA,105153294,48,0
