operacao,dado,tempo_ns,colisoes
INSERCAO,638586598,292120,0
INSERCAO,692941934,2957,0
INSERCAO,390783470,2161,0
INSERCAO,662901082,1764,0
INSERCAO,271213166,1741,0
INSERCAO,123217259,1586,0
INSERCAO,141171519,4444,1
INSERCAO,855397305,1644,0
INSERCAO,680072668,1598,1
INSERCAO,742958652,1648,1
INSERCAO,625281557,1561,0
INSERCAO,853916974,1993,1
INSERCAO,572392962,1640,2
INSERCAO,344280498,1672,2
INSERCAO,031012867,1507,1
INSERCAO,946217327,1637,2
INSERCAO,632838046,1495,1
INSERCAO,345780562,1631,3
INSERCAO,234716186,2329,2
INSERCAO,267017055,1509,1
INSERCAO,105153294,1718,2
INSERCAO,845081124,1873,3
INSERCAO,474818289,1493,2
INSERCAO,098930652,1679,4
INSERCAO,196599587,1624,3
INSERCAO,299977753,1668,0
INSERCAO,690577093,1515,1
INSERCAO,000057414,1583,4
INSERCAO,784807181,1670,0
INSERCAO,447413273,1672,2
INSERCAO,666241977,1652,4
INSERCAO,946811534,1704,5
INSERCAO,983536809,1605,3
INSERCAO,212307006,1668,3
INSERCAO,782387446,1651,4
INSERCAO,117417132,1858,5
INSERCAO,292892470,1594,1
INSERCAO,486037389,1844,4
INSERCAO,042006378,1934,3
INSERCAO,148327926,1757,5
INSERCAO,235205632,4763,6
INSERCAO,203987025,1610,2
INSERCAO,029065851,2287,1
INSERCAO,391481863,1604,3
INSERCAO,159220390,1649,2
INSERCAO,560181236,1791,6
INSERCAO,254399120,1937,3
INSERCAO,212259146,1930,7
INSERCAO,819750573,1635,4
INSERCAO,819989275,1513,3
INSERCAO,831850736,1909,8
INSERCAO,136529504,1912,6
INSERCAO,790654000,2045,4
INSERCAO,455729286,1920,9
INSERCAO,016755207,1775,5
INSERCAO,981753624,2534,7
INSERCAO,411513632,2186,7
INSERCAO,835906454,2062,8
INSERCAO,455302440,1811,5
INSERCAO,039664742,2037,8
INSERCAO,178953004,2098,9
INSERCAO,200746389,2156,5
INSERCAO,906596397,2048,6
INSERCAO,890238634,2113,10
INSERCAO,167189980,1995,6
INSERCAO,066547876,2926,10
INSERCAO,432786433,1884,5
INSERCAO,999690260,2056,7
INSERCAO,740345585,1851,4
INSERCAO,099847718,1923,4
INSERCAO,395545896,2242,11
INSERCAO,459945397,2133,7
INSERCAO,511199491,1528,2
INSERCAO,475780552,2054,9
INSERCAO,765734663,1999,6
INSERCAO,296337251,1745,3
INSERCAO,509468418,2131,5
INSERCAO,861078699,2701,6
INSERCAO,623800087,2228,8
INSERCAO,147406255,1905,5
INSERCAO,611592983,2060,7
INSERCAO,522982551,1837,4
INSERCAO,113239566,2292,12
INSERCAO,131832388,1977,6
INSERCAO,276214421,2928,5
INSERCAO,963511990,2176,8
INSERCAO,985002444,2229,11
INSERCAO,805772384,2043,12
INSERCAO,708070106,2315,13
INSERCAO,549627506,2049,14
INSERCAO,437110128,1956,7
INSERCAO,035561357,2218,9
INSERCAO,451453606,2255,15
INSERCAO,859427566,2130,16
INSERCAO,340608260,2079,9
INSERCAO,804917569,1916,7
INSERCAO,597228854,2132,13
INSERCAO,463724768,2113,8
INSERCAO,764924273,2426,8
INSERCAO,408545894,2263,14
BUSCA,638586598,45367,0
BUSCA,692941934,2249,0
BUSCA,390783470,1759,0
BUSCA,662901082,1685,0
BUSCA,271213166,1975,0
BUSCA,123217259,1552,0
BUSCA,141171519,5497,0
BUSCA,855397305,1484,0
BUSCA,680072668,2395,0
BUSCA,742958652,2017,0
BUSCA,625281557,1529,0
BUSCA,853916974,2356,0
BUSCA,572392962,2179,0
BUSCA,344280498,2356,0
BUSCA,031012867,1842,0
BUSCA,946217327,2246,0
BUSCA,632838046,2036,0
BUSCA,345780562,2420,0
BUSCA,234716186,2000,0
BUSCA,267017055,1864,0
BUSCA,105153294,2240,0
BUSCA,845081124,2307,0
BUSCA,474818289,2364,0
BUSCA,098930652,2432,0
BUSCA,196599587,2389,0
BUSCA,299977753,1570,0
BUSCA,690577093,1847,0
BUSCA,000057414,4222,0
BUSCA,784807181,1440,0
BUSCA,447413273,11319,0
BUSCA,666241977,2799,0
BUSCA,946811534,2996,0
BUSCA,983536809,2549,0
BUSCA,212307006,2357,0
BUSCA,782387446,2382,0
BUSCA,117417132,3084,0
BUSCA,292892470,1881,0
BUSCA,486037389,2589,0
BUSCA,042006378,2475,0
BUSCA,148327926,2618,0
BUSCA,235205632,3152,0
BUSCA,203987025,2065,0
BUSCA,029065851,1960,0
BUSCA,391481863,2341,0
BUSCA,159220390,1953,0
BUSCA,560181236,2719,0
BUSCA,254399120,2041,0
BUSCA,212259146,2797,0
BUSCA,819750573,3317,0
BUSCA,819989275,2072,0
BUSCA,831850736,2944,0
BUSCA,136529504,3132,0
BUSCA,790654000,3679,0
BUSCA,455729286,3095,0
BUSCA,016755207,4760,0
BUSCA,981753624,3191,0
BUSCA,411513632,3049,0
BUSCA,835906454,3459,0
BUSCA,455302440,2450,0
BUSCA,039664742,3194,0
BUSCA,178953004,3170,0
BUSCA,200746389,2545,0
BUSCA,906596397,2837,0
BUSCA,890238634,3253,0
BUSCA,167189980,2799,0
BUSCA,066547876,3310,0
BUSCA,432786433,2540,0
BUSCA,999690260,2809,0
BUSCA,740345585,2305,0
BUSCA,099847718,2512,0
BUSCA,395545896,11218,0
BUSCA,459945397,2944,0
BUSCA,511199491,1949,0
BUSCA,475780552,3195,0
BUSCA,765734663,2637,0
BUSCA,296337251,2175,0
BUSCA,509468418,2616,0
BUSCA,861078699,2652,0
BUSCA,623800087,3198,0
BUSCA,147406255,2312,0
BUSCA,611592983,2707,0
BUSCA,522982551,2206,0
BUSCA,113239566,3400,0
BUSCA,131832388,2660,0
BUSCA,276214421,2225,0
BUSCA,963511990,3080,0
BUSCA,985002444,3513,0
BUSCA,805772384,3345,0
BUSCA,708070106,4945,0
BUSCA,549627506,3606,0
BUSCA,437110128,2754,0
BUSCA,035561357,3048,0
BUSCA,451453606,3810,0
BUSCA,859427566,3926,0
BUSCA,340608260,3196,0
BUSCA,804917569,2734,0
BUSCA,597228854,3574,0
BUSCA,463724768,3443,0
BUSCA,764924273,3067,0
BUSCA,408545894,3875,0
